HOLOGRAM NUMBER,OBJECT NUMBER,X POSITION (m),Y POSITION (m),Z POSITION (m),NUMBER OF VOXEL
2,57,7.07838408e-05,5.37067754e-05,4.62785938e-05,1109
2,58,2.88740230e-05,2.13619824e-05,4.71603016e-05,198
2,59,1.15843788e-04,4.23920792e-05,5.04405143e-05,2381
2,60,1.37046241e-04,1.13412425e-04,5.05448988e-05,357
2,61,1.16569709e-05,3.09081843e-05,5.05086136e-05,470
2,62,1.75414025e-05,7.09815649e-05,5.11738326e-05,334
2,63,4.42044075e-05,1.04950886e-04,5.09573038e-05,396
2,64,1.13188835e-04,2.45243100e-05,5.21198126e-05,420
2,65,4.56696180e-05,1.24603685e-04,5.48025128e-05,2524
2,66,3.36672529e-05,9.02347674e-05,5.37139276e-05,718
2,67,5.01686118e-05,9.04092085e-05,5.33107777e-05,725
2,68,1.12957823e-04,1.29781620e-04,5.40175388e-05,261
2,69,9.22562103e-05,1.18090778e-04,5.52327838e-05,361
2,70,7.81061826e-05,1.24466678e-04,5.70195880e-05,245
2,71,9.19321756e-05,1.15514822e-05,5.86039314e-05,235
2,72,1.41043020e-05,3.74490919e-05,5.86789283e-05,384
2,73,6.42669111e-05,5.13392806e-05,5.96354876e-05,457
2,74,8.87177594e-05,6.64592881e-05,6.11030700e-05,1871
2,75,5.14691383e-05,2.50403446e-05,6.16332036e-05,757
2,76,1.37841653e-05,5.04889904e-05,6.13887896e-05,36
2,77,7.97335815e-05,5.51049852e-05,6.12350705e-05,17
2,78,6.99685770e-05,6.23740052e-05,6.22734515e-05,525
2,79,5.27118536e-05,9.94023794e-05,6.20277424e-05,195
2,80,1.18043630e-04,2.78661537e-05,6.21844010e-05,190
2,81,4.00232748e-05,3.23239692e-05,6.27237750e-05,495
2,82,1.42370545e-05,1.00159719e-04,6.27412228e-05,779
2,83,6.71158850e-05,8.89454604e-05,6.28545749e-05,129
2,84,5.32229060e-05,1.02311482e-04,6.26528927e-05,296
3,1,2.57218035e-05,2.73153255e-05,4.02904152e-06,5310
3,2,7.27944098e-07,5.61848647e-05,1.94668601e-07,125
3,3,2.46611671e-05,5.68198375e-05,1.75516618e-07,17
3,4,8.46782641e-05,6.32542287e-05,3.88329363e-06,6493
3,5,8.85793270e-05,7.68341197e-05,3.02527042e-07,121
3,6,2.27054588e-05,8.35217070e-05,5.62591310e-07,791
3,7,2.14328920e-05,8.58589410e-05,5.42604266e-06,2857
3,8,1.21089870e-04,9.34825075e-05,4.79243454e-07,516
3,9,5.84569352e-06,1.04972562e-04,2.02095589e-06,1013
3,10,1.01333309e-04,1.08603388e-04,9.35226353e-07,1204
3,11,1.81979703e-05,1.14558570e-04,3.54630015e-06,11220
3,12,1.02477563e-04,1.13792099e-04,3.51952906e-07,206
3,13,5.54681610e-05,1.15247843e-04,6.93763013e-07,687
3,14,1.13512986e-04,1.18716984e-04,1.94842323e-06,793
3,15,9.74010472e-05,1.19992226e-04,5.09167080e-07,269
3,16,8.36013205e-05,9.00359155e-05,8.79626896e-06,293
3,17,1.01556594e-04,1.10820169e-04,9.73762235e-06,1150
3,18,9.32510811e-05,1.11891488e-04,1.09409211e-05,344
3,19,1.22270896e-04,9.16113277e-05,1.33060530e-05,2219
3,20,4.96984067e-05,1.47392057e-05,1.77074235e-05,1126
3,21,1.00194629e-04,4.59642615e-05,1.72254240e-05,1047
3,22,7.96253516e-05,4.45746737e-05,1.77312995e-05,217
3,23,1.06608706e-04,1.07181972e-04,1.80075676e-05,219
3,24,1.21183395e-04,7.59206087e-05,2.02710562e-05,414
3,25,1.37096504e-05,2.49434979e-05,2.07445246e-05,335
3,26,8.21144058e-05,6.74841649e-05,2.79529577e-05,6777
3,27,1.19811202e-05,3.91533285e-05,2.44556177e-05,142
3,28,1.31396228e-04,5.69921831e-05,2.71396730e-05,1927
3,29,1.00510719e-04,1.21066427e-04,2.47641619e-05,89
3,30,7.49610444e-06,7.14734269e-05,2.72548023e-05,398
3,31,7.50029576e-05,1.24388200e-04,3.08185554e-05,1246
3,32,1.27760854e-04,2.72658453e-05,3.11829426e-05,168
3,33,1.05554849e-04,3.82096587e-05,3.50112714e-05,1177
3,34,5.44144787e-05,8.60076980e-05,3.60922204e-05,775
3,35,2.56512776e-05,1.28737913e-04,3.73223156e-05,857
3,36,7.36848451e-05,5.49927936e-05,3.64762345e-05,147
3,37,9.86452142e-05,1.11809004e-05,3.66315580e-05,38
3,38,1.11656933e-04,3.55482080e-05,3.88839107e-05,347
3,39,9.31361938e-05,5.33074053e-05,3.96656105e-05,565
3,40,7.58305614e-05,5.52324200e-05,4.41872071e-05,3582
3,41,4.15420363e-05,1.32992791e-04,4.15389222e-05,2466
3,42,1.08556102e-04,2.28390199e-05,4.10743560e-05,558
3,43,5.72118734e-05,8.68273783e-05,4.05591818e-05,217
3,44,6.51701994e-05,1.34857211e-04,4.28549247e-05,403
3,45,5.27088014e-05,2.87328949e-05,4.25184517e-05,27
3,46,5.08811609e-05,6.36972254e-05,4.37612143e-05,67
3,47,1.89418970e-05,5.67800053e-05,4.44094112e-05,403
3,48,1.40327238e-05,5.33260609e-05,4.56612106e-05,588
3,49,7.08988518e-05,5.35185827e-05,4.61709351e-05,852
3,50,7.92900664e-06,6.38575875e-05,4.66059028e-05,24
3,51,2.89907221e-05,2.13744861e-05,4.70190353e-05,146
3,52,1.15903429e-04,4.24113496e-05,4.98201407e-05,659
3,53,1.22019565e-05,3.06110778e-05,5.04816417e-05,609
3,54,4.41962511e-05,1.04859369e-04,5.09615711e-05,502
3,55,1.75825226e-05,7.11913162e-05,5.13516316e-05,409
3,56,1.13088587e-04,2.45117080e-05,5.20907270e-05,484
3,57,3.36481171e-05,9.01867606e-05,5.38255226e-05,407
3,58,5.04159434e-05,9.05794222e-05,5.28703422e-05,311
3,59,4.52341410e-05,1.24725266e-04,5.53843965e-05,2858
3,60,1.12325004e-04,1.30254033e-04,5.37176129e-05,193
3,61,9.20466191e-05,1.18229669e-04,5.49970246e-05,432
3,62,9.01503226e-05,6.77128337e-05,5.53942264e-05,66
3,63,5.40325527e-05,1.17055424e-05,5.58116444e-05,96
3,64,7.70417973e-05,1.24392493e-04,5.70171032e-05,429
3,65,1.34276197e-05,3.75721502e-05,5.85409216e-05,481
3,66,9.20986931e-05,1.14763916e-05,5.90811469e-05,189
3,67,6.46627741e-05,5.08076700e-05,5.95669408e-05,507
3,68,8.91931268e-05,6.65440093e-05,6.10933712e-05,1740
3,69,5.18539018e-05,2.48987417e-05,6.16298421e-05,567
3,70,5.23151903e-05,1.00005840e-04,6.20867795e-05,378
3,71,6.99926168e-05,6.23032684e-05,6.22952430e-05,541
3,72,1.17828931e-04,2.75149177e-05,6.25549656e-05,217
3,73,3.99367236e-05,3.20702165e-05,6.25812099e-05,405
3,74,8.02119321e-05,5.60534463e-05,6.28977214e-05,421
3,75,1.40018919e-05,1.00313955e-04,6.26868205e-05,788
3,76,6.71051166e-05,8.86740745e-05,6.27734771e-05,134
3,77,5.39064167e-05,1.02380785e-04,6.27164045e-05,312
4,1,2.58350738e-05,2.72206598e-05,4.27964915e-06,4274
4,2,1.33821868e-06,5.64851616e-05,6.64407835e-08,15
4,3,2.48138494e-05,5.68052019e-05,3.08545225e-07,103
4,4,2.08382914e-07,5.81965614e-05,5.40041299e-07,175
4,5,8.35095852e-05,6.29085480e-05,4.53740199e-07,923
4,6,8.48718846e-05,6.47284178e-05,5.11186909e-06,3260
4,7,8.86671405e-05,7.71010818e-05,2.06760618e-07,103
4,8,2.29539764e-05,8.35664396e-05,5.02778505e-07,601
4,9,2.04840926e-05,8.69454234e-05,8.07357708e-07,590
4,10,1.21093406e-04,9.31521718e-05,6.44116085e-08,53
4,11,6.77468915e-06,1.05376843e-04,2.57835495e-06,407
4,12,1.01324862e-04,1.08569155e-04,7.09258586e-07,892
4,13,1.83699503e-05,1.14490504e-04,3.66334052e-06,9289
4,14,5.55108600e-05,1.14207331e-04,6.64210461e-07,713
4,15,1.02674661e-04,1.13827889e-04,1.75756753e-07,76
4,16,9.96239542e-05,1.17339543e-04,2.28320772e-07,134
4,17,1.12803056e-04,1.18885990e-04,2.08362940e-06,2137
4,18,9.73990100e-05,1.19868702e-04,5.46688909e-07,405
4,19,2.18523655e-05,8.56449115e-05,7.29028852e-06,1691
4,20,8.34944658e-05,9.00264495e-05,8.86119233e-06,549
4,21,1.01495891e-04,1.10823908e-04,9.76836873e-06,900
4,22,9.33051124e-05,1.11824760e-04,1.08628683e-05,341
4,23,1.22457743e-04,9.16243371e-05,1.37050938e-05,1571
4,24,8.59483844e-05,6.58344434e-05,1.39797803e-05,49
4,25,1.00723235e-04,4.63069882e-05,1.71297252e-05,1060
4,26,5.00673013e-05,1.53504097e-05,1.78394366e-05,607
4,27,8.01234055e-05,4.41608972e-05,1.74482502e-05,142
4,28,1.06628177e-04,1.07042018e-04,1.80507723e-05,249
4,29,1.21273028e-04,7.55616347e-05,2.02077554e-05,448
4,30,1.38017895e-05,2.48499200e-05,2.07467365e-05,216
4,31,1.20004088e-05,3.90203095e-05,2.43496088e-05,301
4,32,8.21644280e-05,6.74427502e-05,2.80530166e-05,6362
4,33,1.00466168e-04,1.21009929e-04,2.48999459e-05,96
4,34,1.31344714e-04,5.67384777e-05,2.74865106e-05,1368
4,35,7.88565103e-06,7.20581884e-05,2.71948902e-05,100
4,36,7.46540609e-05,1.24728846e-04,3.01670516e-05,781
4,37,1.27844993e-04,2.79380438e-05,3.09400020e-05,509
4,38,1.05604166e-04,3.82057806e-05,3.49621805e-05,1233
4,39,7.52781634e-05,5.50125733e-05,4.24846585e-05,3136
4,40,5.44356080e-05,8.61680383e-05,3.60990634e-05,457
4,41,2.57242882e-05,1.28684187e-04,3.75486452e-05,844
4,42,9.86877494e-05,1.11884538e-05,3.67200882e-05,59
4,43,1.11156871e-04,3.54067015e-05,3.90978894e-05,429
4,44,9.26183711e-05,5.32557860e-05,3.94992130e-05,590
4,45,4.15693721e-05,1.33093054e-04,4.17869196e-05,2491
4,46,1.08613487e-04,2.29005400e-05,4.11677502e-05,972
4,47,5.71571545e-05,8.69525757e-05,4.04914899e-05,115
4,48,6.48776841e-05,1.34544985e-04,4.33133100e-05,522
4,49,8.85354384e-05,1.12420284e-05,4.27297018e-05,37
4,50,1.90988194e-05,5.67273091e-05,4.42671844e-05,425
4,51,5.09625388e-05,6.36931654e-05,4.37450472e-05,118
4,52,1.38793685e-05,5.34184655e-05,4.57032438e-05,525
4,53,7.09621672e-05,5.34318606e-05,4.61873824e-05,854
4,54,2.89167783e-05,2.13540170e-05,4.70641826e-05,23
4,55,1.15810435e-04,4.20046163e-05,4.98522204e-05,710
4,56,1.29644459e-05,3.05827634e-05,5.02344919e-05,616
4,57,4.42030287e-05,1.04830600e-04,5.09834899e-05,484
4,58,1.76557860e-05,7.12014371e-05,5.12814622e-05,412
4,59,1.13091082e-04,2.46038489e-05,5.19818932e-05,492
4,60,1.11779802e-04,1.30615765e-04,5.31645528e-05,354
4,61,3.35505974e-05,9.00683008e-05,5.38400345e-05,310
4,62,5.03810552e-05,9.05750276e-05,5.27046941e-05,22
4,63,4.52372442e-05,1.24742786e-04,5.57785024e-05,1990
4,64,9.18811784e-05,1.18301890e-04,5.47703712e-05,693
4,65,5.41037152e-05,1.14506784e-05,5.65698574e-05,177
4,66,7.64367578e-05,1.24217462e-04,5.68201212e-05,469
4,67,9.21186729e-05,1.14547702e-05,5.91498065e-05,287
4,68,1.24364815e-05,3.75919772e-05,5.86577953e-05,217
4,69,6.48687856e-05,5.03918272e-05,5.95458150e-05,375
4,70,8.93492324e-05,6.69170477e-05,6.10078314e-05,2245
4,71,5.19991372e-05,2.47938260e-05,6.15095269e-05,474
4,72,6.99655211e-05,6.23007290e-05,6.21368818e-05,505
4,73,1.39200993e-05,5.05083080e-05,6.15958706e-05,21
4,74,1.40478760e-05,1.00588331e-04,6.24111344e-05,622
4,75,3.99611927e-05,3.12795455e-05,6.26354667e-05,302
4,76,8.06532189e-05,5.64891452e-05,6.25846806e-05,260
4,77,5.18898451e-05,1.00828416e-04,6.22177904e-05,119
4,78,1.17413379e-04,2.74433278e-05,6.22498919e-05,46
4,79,5.43964343e-05,1.02564438e-04,6.27386544e-05,283
4,80,6.71196613e-05,8.82784807e-05,6.27074478e-05,36
5,1,2.58847558e-05,2.72667894e-05,4.35935908e-06,4237
5,2,9.99478507e-05,5.14543062e-05,1.06377875e-07,28
5,3,2.45945757e-05,5.66995004e-05,3.29918237e-07,135
5,4,8.18831977e-05,6.43930471e-05,2.92577852e-07,229
5,5,8.51705918e-05,6.58604113e-05,7.46552473e-07,806
5,6,8.80829539e-05,7.68986647e-05,2.39627610e-07,198
5,7,2.29774341e-05,8.34472085e-05,4.29850871e-07,374
5,8,2.03790951e-05,8.69523356e-05,6.26944029e-07,376
5,9,1.21020617e-04,9.34772979e-05,1.25947523e-07,90
5,10,7.75863191e-06,1.06105341e-04,2.52645486e-06,754
5,11,1.01258564e-04,1.08951535e-04,2.85566870e-07,315
5,12,1.84013625e-05,1.14519440e-04,3.82591816e-06,8793
5,13,5.55111837e-05,1.13602575e-04,6.32368597e-07,675
5,14,9.95790760e-05,1.17307703e-04,2.76213910e-07,161
5,15,1.11971698e-04,1.18629774e-04,2.24306655e-06,2212
5,16,9.74900613e-05,1.19982549e-04,3.45586329e-07,175
5,17,1.76054607e-06,5.83019137e-05,3.68319388e-06,157
5,18,8.45528266e-05,6.55335025e-05,8.60421278e-06,1523
5,19,2.18098558e-05,8.56036859e-05,7.26787039e-06,1315
5,20,9.21747560e-05,3.24234497e-06,6.89335957e-06,183
5,21,1.00445504e-04,4.90771636e-05,6.53877942e-06,39
5,22,8.35517203e-05,9.00475570e-05,8.91726631e-06,297
5,23,1.01353828e-04,1.10872585e-04,9.91872821e-06,366
5,24,9.31531031e-05,1.12006368e-04,1.04280698e-05,207
5,25,1.22580605e-04,9.17925645e-05,1.38384657e-05,1322
5,26,1.01154394e-04,4.61279888e-05,1.69155555e-05,1040
5,27,8.07816250e-05,4.38175521e-05,1.71574211e-05,336
5,28,8.13799925e-05,6.42089653e-05,1.82898202e-05,538
5,29,5.02574694e-05,1.55457983e-05,1.82634030e-05,1096
5,30,1.06561092e-04,1.07029351e-04,1.81712021e-05,275
5,31,1.21334240e-04,7.50914551e-05,2.01886942e-05,383
5,32,1.35566297e-05,2.47749467e-05,2.08200363e-05,233
5,33,8.23961673e-05,6.72566239e-05,2.76772844e-05,6499
5,34,1.20004706e-05,3.89917477e-05,2.46829586e-05,298
5,35,1.00532918e-04,1.20868819e-04,2.47522948e-05,69
5,36,1.31018649e-04,5.66672279e-05,2.76938517e-05,1684
5,37,2.87084968e-05,1.04036881e-04,2.59996723e-05,33
5,38,8.22123366e-06,7.25958889e-05,2.76114424e-05,234
5,39,7.43454802e-05,1.25047984e-04,2.95659920e-05,290
5,40,1.27779218e-04,2.85347087e-05,3.02855842e-05,219
5,41,1.05645602e-04,3.81938480e-05,3.51176568e-05,1155
5,42,5.43709539e-05,8.60059663e-05,3.62661413e-05,902
5,43,7.35195572e-05,5.46356860e-05,3.61439597e-05,197
5,44,2.57319934e-05,1.28647109e-04,3.74641859e-05,990
5,45,9.87789972e-05,1.13091764e-05,3.62507380e-05,28
5,46,1.10831832e-04,3.49336078e-05,3.90926361e-05,676
5,47,9.21147948e-05,5.31218138e-05,3.92155089e-05,497
5,48,1.08646629e-04,2.28249519e-05,4.10806933e-05,1084
5,49,7.44126664e-05,5.39787543e-05,4.01067737e-05,491
5,50,4.16113944e-05,1.33064314e-04,4.17070660e-05,1990
5,51,5.73185134e-05,8.69843061e-05,4.05185128e-05,107
5,52,8.86673442e-05,1.13341657e-05,4.25281105e-05,89
5,53,6.46869521e-05,1.34262053e-04,4.39044416e-05,454
5,54,1.91838499e-05,5.66830713e-05,4.42362543e-05,351
5,55,5.10068021e-05,6.37718113e-05,4.38751813e-05,191
5,56,7.09945743e-05,5.33688981e-05,4.59548246e-05,629
5,57,1.41195251e-05,5.34268256e-05,4.56345915e-05,303
5,58,7.62301934e-05,5.50834084e-05,4.64855439e-05,840
5,59,2.89063137e-05,2.14088468e-05,4.68867765e-05,75
5,60,1.15888761e-04,4.16992189e-05,4.95229506e-05,2552
5,61,1.36217122e-05,3.02864210e-05,4.99833332e-05,596
5,62,4.42193632e-05,1.04723404e-04,5.09355741e-05,587
5,63,1.37361567e-04,1.14131588e-04,5.13069135e-05,279
5,64,1.77481106e-05,7.11013417e-05,5.10666832e-05,228
5,65,1.13094706e-04,2.46237396e-05,5.17471672e-05,509
5,66,1.11303372e-04,1.30990215e-04,5.27099073e-05,327
5,67,3.35451114e-05,9.00309533e-05,5.36423649e-05,385
5,68,5.02604016e-05,9.05082197e-05,5.29404533e-05,566
5,69,9.19123413e-05,1.18320881e-04,5.46856936e-05,753
5,70,4.49105391e-05,1.24839571e-04,5.64023067e-05,3005
5,71,8.89844232e-05,6.76780837e-05,6.12049189e-05,4386
5,72,7.67940655e-05,1.24107100e-04,5.69001968e-05,10
5,73,9.21659012e-05,1.15042758e-05,5.91904100e-05,630
5,74,1.15516677e-05,3.77658580e-05,5.85841408e-05,307
5,75,6.46461049e-05,5.06418692e-05,5.95963829e-05,462
5,76,5.18160159e-05,2.48956785e-05,6.15444660e-05,527
5,77,6.99239972e-05,6.22338775e-05,6.18606355e-05,554
5,78,4.00580648e-05,3.06499824e-05,6.23743326e-05,571
5,79,1.16861585e-04,2.67734140e-05,6.25910252e-05,284
5,80,1.41447290e-05,1.00833655e-04,6.24890963e-05,501
5,81,6.71450689e-05,8.82702443e-05,6.26074543e-05,93
5,82,5.08514968e-05,1.01510232e-04,6.25343819e-05,58
5,83,5.47709715e-05,1.02787271e-04,6.28374182e-05,240
5,84,8.08679397e-05,5.73611542e-05,6.27796617e-05,41
5,85,4.21659024e-06,8.52587109e-05,6.30307259e-05,33
6,1,2.79510969e-05,2.57032207e-05,1.46346366e-07,61
6,2,2.48645174e-05,2.82985529e-05,3.67293069e-07,245
6,3,2.73947649e-06,5.70856464e-05,3.53362651e-07,136
6,4,2.45739811e-05,5.67426105e-05,2.20310241e-07,74
6,5,1.65268466e-06,5.98289080e-05,3.31058828e-07,148
6,6,8.35701794e-05,6.58185018e-05,2.60971433e-06,2492
6,7,8.81211090e-05,7.68472382e-05,3.06066454e-07,248
6,8,2.30505066e-05,8.36275212e-05,5.48054913e-07,539
6,9,2.13104413e-05,8.59993743e-05,5.16202726e-06,2960
6,10,8.73928275e-06,1.06383595e-04,2.24064661e-06,913
6,11,1.01304613e-04,1.09330656e-04,8.63252012e-08,80
6,12,5.50791192e-05,1.12690446e-04,5.64711172e-07,485
6,13,1.83995471e-05,1.14578703e-04,3.75892637e-06,8925
6,14,9.94721559e-05,1.17304626e-04,2.03402394e-07,100
6,15,1.11171161e-04,1.18793665e-04,2.43651607e-06,1869
